id;ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;publico_acumulado;avaliacao
2091;2009;Aquele Querido Mês de Agosto;Ficção;Portugal;Estrangeiros;14/08/2009;Filmes do Estação;10995;
2092;2016;Romance à Francesa;Ficção;França;Estrangeiros;20/10/2016;Alphaville Filmes;10960;
2093;2014;O Teorema Zero;Ficção;Estados Unidos;Estrangeiros;10/07/2014;Imagem;10939;
2094;2015;O Ciclo da Vida;Ficção;China;Estrangeiros;16/07/2015;Esfera Produções;10922;
2095;2017;Argentina;Documentário;Argentina, Espanha, França;Estrangeiros;06/04/2017;Imovision;10879;
2096;2015;American Ultra: Armados e Alucinados;Ficção;Estados Unidos;Estrangeiros;26/11/2015;Paris;10877;
2097;2016;O que eu fiz para merecer isso?;Ficção;França;Estrangeiros;28/04/2016;Alphaville Filmes;10864;
2098;2010;Amor Extremo;Ficção;Reino Unido;Estrangeiros;08/01/2010;Imagem;10850;
2099;2012;Até a Eternidade;Ficção;França;Estrangeiros;06/07/2012;Califórnia;10802;
2100;2017;A Garota Desconhecida;Ficção;Bélgica, França;Estrangeiros;23/02/2017;Califórnia;10783;
2101;2014;O Estudante (2014);Ficção;Argentina;Estrangeiros;24/07/2014;Pandora;10779;
2102;2017;Todas as Manhãs do Mundo;Documentário;Brasil;Brasileiros;06/04/2017;Fox;10754;
2103;2012;Hahaha;Ficção;Coréia do Sul;Estrangeiros;21/12/2012;Pandora;10749;
2104;2013;Além do arco-íris;Ficção;França;Estrangeiros;07/06/2013;Pandora;10724;
2105;2016;Hestórias da Psicanálise - Leitores de Freud;Documentário;Brasil;Brasileiros;15/09/2016;Espaço Filmes;10716;
2106;2016;Mundos Opostos;Ficção;Grécia;Estrangeiros;01/12/2016;Playarte;10699;
2107;2017;Uma razão para recomeçar;Ficção;Estados Unidos;Estrangeiros;19/10/2017;Cineart Filmes;10676;
2108;2013;A Aventura de Kon Tiki;Ficção;Dinamarca, Alemanha, Noruega, Reino Unido;Estrangeiros;09/08/2013;H2O Films;10653;
2109;2017;Fátima;Ficção;Canadá, França;Estrangeiros;16/03/2017;Imovision;10646;
2110;2010;A Riviera não é aqui;Ficção;França;Estrangeiros;09/04/2010;Imagem;10572;
2111;2015;Raínha e País;Ficção;França, Irlanda, Reino Unido, Romênia;Estrangeiros;25/06/2015;Paris;10559;
2112;2012;Rota Irlandesa;Ficção;Reino Unido;Estrangeiros;05/10/2012;Vinny filmes;10531;
2113;2017;Una;Ficção;Canadá, Estados Unidos, Reino Unido;Estrangeiros;13/04/2017;Alphaville Filmes;10492;
2114;2014;Filha Distante;Ficção;Argentina;Estrangeiros;17/07/2014;Esfera Produções;10437;
2115;2017;Doentes de amor;Ficção;Estados Unidos;Estrangeiros;19/10/2017;Califórnia;10414;
2116;2016;BR 716;Ficção;Brasil;Brasileiros;17/11/2016;Pipoca & Filmes/Forte Filmes;10386;
2117;2016;Tudo vai ficar bem;Ficção;Alemanha, Canadá, França, Noruega, Suécia;Estrangeiros;10/03/2016;Alphaville Filmes;10373;
2118;2014;A Música Nunca Parou;Ficção;Estados Unidos;Estrangeiros;10/01/2014;Europa;10343;
2119;2015;Los Hermanos: Esse é só o Começo do Fim da Nossa História;Documentário;Brasil;Brasileiros;14/05/2015;Copacabana Filmes;10332;
2120;2015;Dior e eu;Documentário;França;Estrangeiros;27/08/2015;Imovision;10330;
2121;2013;Las acacias;Ficção;Argentina, Espanha;Estrangeiros;06/09/2013;Vitrine Filmes;10322;
2122;2011;Que mais posso querer;Ficção;Itália, Suíça;Estrangeiros;08/04/2011;Petrini;10296;
2123;2012;Minha Felicidade;Ficção;Alemanha;Estrangeiros;02/03/2012;Filmes da Mostra;10291;
2124;2014;Dominguinhos;Documentário;Brasil;Brasileiros;22/05/2014;Espaço Filmes;10280;
2125;2015;Os Árabes Também Dançam;Ficção;Alemanha, França, Israel;Estrangeiros;08/10/2015;Imovision;10279;
2126;2015;O Último Poema do Rinoceronte;Ficção;Irã, Iraque, Turquia;Estrangeiros;25/06/2015;Imovision;10264;
2127;2015;Capital Humano;Ficção;França, Itália;Estrangeiros;12/11/2015;Imovision;10260;
2128;2011;Redenção;Ficção;Estados Unidos;Estrangeiros;16/12/2011;Imagem;10209;
2129;2014;The Rover - A Caçada;Ficção;Austrália, Estados Unidos;Estrangeiros;07/08/2014;Vitrine Filmes;10208;
2130;2009;A Teta Assustada;Ficção;Peru, Espanha;Estrangeiros;21/08/2009;Paris;10180;
2131;2015;A segunda esposa;Ficção;Áustria;Estrangeiros;02/01/2016;Bretz Filmes;10169;
2132;2010;Histórias de amor duram apenas 90 minutos;Ficção;Brasil;Brasileiros;12/03/2010;Downtown/RioFilme;10153;
2133;2017;Gaga - O Amor pela Dança;Documentário;Alemanha, Holanda, Israel, Suécia;Estrangeiros;06/04/2017;Vitrine Filmes;10148;
2134;2017;Detroit em rebelião;Ficção;Estados Unidos;Estrangeiros;12/10/2017;Imagem;10076;
2135;2010;Um Mar de Aventuras 3D;Documentário;Estados Unidos;Estrangeiros;22/01/2010;Espaço Itaú de Cinema;10060;
2136;2015;Sangue Azul;Ficção;Brasil;Brasileiros;04/06/2015;Imovision;10044;
2137;2010;Cyrus;Ficção;Estados Unidos;Estrangeiros;05/11/2010;Fox;10044;
2138;2015;Nostalgia da Luz;Documentário;França;Estrangeiros;15/01/2015;Bretz Filmes;10040;
2139;2015;O Ano Mais Violento;Ficção;Estados Unidos;Estrangeiros;02/04/2015;Paris;10016;
2140;2014;O Amor é um Crime Perfeito;Ficção;França;Estrangeiros;03/07/2014;Pandora;9959;
2141;2011;A missão do gerente de recursos humanos;Ficção;Alemanha, França, Israel, Romênia;Estrangeiros;01/07/2011;Imovision;9932;
2142;2014;Uma Família em Tóquio;Ficção;Japão;Estrangeiros;07/02/2014;Esfera Produções;9929;
2143;2016;Mate-me por favor;Ficção;Argentina, Brasil;Brasileiros;15/09/2016;Imovision;9873;
2144;2011;Desaparecidos;Ficção;Brasil;Brasileiros;09/12/2011;Schürmann;9821;
2145;2016;Amnésia;Ficção;França, Suíça;Estrangeiros;27/10/2016;Imovision;9817;
2146;2012;Nota de Rodapé;Ficção;Israel;Estrangeiros;14/12/2012;Sony;9811;
2147;2015;Jimmy's Hall;Ficção;França, Irlanda, Reino Unido;Estrangeiros;06/08/2015;Imovision;9808;
2148;2016;A Incrível Jornada de Jacqueline;Ficção;França;Estrangeiros;28/07/2016;Paris;9801;
2149;2010;The runaways - garotas do rock;Ficção;Estados Unidos;Estrangeiros;08/10/2010;Paris;9709;
2150;2010;Um Novo Caminho;Ficção;França;Estrangeiros;30/07/2010;Imovision;9698;
2151;2013;Jorge Mautner - O Filho do Holocausto;Documentário;Brasil;Brasileiros;01/02/2013;H2O Films;9690;
2152;2010;O ciúme mora ao lado;Ficção;Finlândia;Estrangeiros;10/12/2010;Imovision;9662;
2153;2010;Utopia e barbárie;Documentário;Brasil;Brasileiros;23/04/2010;Caliban;9626;
2154;2014;Prenda-me;Ficção;França;Estrangeiros;20/03/2014;Esfera Produções;9624;
2155;2015;Pássaro Branco na Nevasca;Ficção;Estados Unidos, França;Estrangeiros;23/04/2015;Imovision;9615;
2156;2016;Michelle e Obama;Ficção;Estados Unidos;Estrangeiros;08/12/2016;Imagem;9535;
2157;2012;Um Verão Escaldante;Ficção;França;Estrangeiros;01/06/2012;Imovision;9535;
2158;2012;Luz nas Trevas - A Volta Do Bandido da Luz Vermelha;Ficção;Brasil;Brasileiros;04/05/2012;Mercúrio produções;9489;
2159;2017;Invisível;Ficção;Argentina, Brasil, Uruguai;Brasileiros;09/11/2017;Vitrine Filmes;9488;
2160;2017;Vazante;Ficção;Portugal, Brasil;Brasileiros;09/11/2017;Europa;9420;
2161;2015;Club Sandwich;Ficção;México;Estrangeiros;16/04/2015;Esfera Produções;9379;
2162;2014;Olho Nu;Documentário;Brasil;Brasileiros;15/05/2014;Vitrine Filmes;9376;
2163;2016;A Nona Vida de Louis Drax;Ficção;Canadá, Estados Unidos, Reino Unido;Estrangeiros;20/10/2016;Imagem;9364;
2164;2009;Beijo na Boca, não!;Ficção;França;Estrangeiros;16/01/2009;Pandora;9358;
2165;2014;Instinto Materno;Ficção;Romênia;Estrangeiros;20/03/2014;Imovision;9344;
2166;2014;Uma Juíza sem Juízo;Ficção;França;Estrangeiros;26/06/2014;Europa;9342;
2167;2009;Uma Canção de Amor;Ficção;França;Estrangeiros;04/09/2009;Paris;9316;
2168;2015;Um Pombo Pousou num Galho Refletindo Sobre a Existência;Ficção;Alemanha, França, Noruega, Suécia;Estrangeiros;14/05/2015;Alphaville Filmes;9306;
2169;2012;Meu Primeiro Casamento;Ficção;Argentina;Estrangeiros;16/03/2012;Serendip;9305;
2170;2015;Dois Amigos;Ficção;França;Estrangeiros;03/12/2015;Imovision;9275;
2171;2014;Do Lado de Fora;Ficção;Brasil;Brasileiros;15/05/2014;Elo Company;9274;
2172;2009;Gesto Obsceno;Ficção;Israel;Estrangeiros;04/09/2009;Moviemobz;9241;
2173;2013;Uma Primavera com minha Mãe;Ficção;França;Estrangeiros;27/09/2013;Tucumán;9231;
2174;2013;Vocês ainda não viram nada!;Ficção;França;Estrangeiros;12/05/2013;Imovision;9225;
2175;2016;Nós ou Nada em Paris;Ficção;França;Estrangeiros;23/06/2016;Alpha Filmes;9194;
2176;2014;Mais um Ano;Ficção;Reino Unido;Estrangeiros;28/08/2014;Bretz Filmes;9187;
2177;2010;Filme Socialismo;Ficção;França;Estrangeiros;03/12/2010;Imovision;9176;
2178;2013;A religiosa;Ficção;Alemanha, França, Bélgica;Estrangeiros;06/09/2013;Imovision;9156;
2179;2012;O exercício do poder;Ficção;França;Estrangeiros;10/08/2012;Imovision;9132;
2180;2013;Angie;Ficção;Brasil, Estados Unidos;Brasileiros;12/04/2013;H2O Films/RioFilme;9115;
2181;2012;Minha Irmã;Ficção;França;Estrangeiros;29/06/2012;Esfera Produções;9092;
2182;2017;A cidade onde envelheço;Ficção;Portugal, Brasil;Brasileiros;09/02/2017;Vitrine Filmes;9078;
2183;2013;Terra firme;Ficção;Itália;Estrangeiros;18/10/2013;Esfera Produções;9041;
2184;2013;Uma Estranha Amizade;Ficção;Estados Unidos, Reino Unido;Estrangeiros;13/12/2013;Tucumán;9024;
2185;2017;Lola Pater;Ficção;Bélgica, França;Estrangeiros;23/11/2017;Imovision;9017;
2186;2017;Sono mortal;Ficção;Estados Unidos;Estrangeiros;28/09/2017;Europa;9008;
2187;2014;O Grande Mestre;Ficção;China, Hong Kong;Estrangeiros;17/04/2014;Califórnia;9004;
2188;2010;Os Estados Unidos contra John Lennon;Documentário;Estados Unidos;Estrangeiros;02/04/2010;Filmes da Mostra;9001;
2189;2014;O Mensageiro (2014);Ficção;Estados Unidos;Estrangeiros;11/12/2014;Imagem;8997;
2190;2016;Roteiro de Casamento;Ficção;Argentina;Estrangeiros;26/05/2016;Paris;8992;
2191;2012;Celeste e Jesse para Sempre;Ficção;Estados Unidos;Estrangeiros;30/11/2012;Sony;8977;
2192;2009;Paulo Gracindo - O Bem amado;Documentário;Brasil;Brasileiros;01/05/2009;Filmes do Estação;8968;
2193;2017;Fala comigo;Ficção;Brasil;Brasileiros;13/07/2017;Vitrine Filmes;8943;
2194;2016;Mais Forte que Bombas;Ficção;Dinamarca, França, Noruega;Estrangeiros;07/04/2016;Vitrine Filmes;8940;
2195;2011;Sunshine Cleaning;Ficção;Estados Unidos;Estrangeiros;31/12/2010;Europa;8926;
2196;2016;O Lobo do Deserto;Ficção;Emirados Árabes Unidos, Jordânia, Qatar, Reino Unido;Estrangeiros;18/02/2016;Paris;8915;
2197;2012;Hasta la Vista;Ficção;Bélgica;Estrangeiros;25/05/2012;Imovision;8844;
2198;2017;Verão 1993;Ficção;Espanha;Estrangeiros;07/12/2017;Supo Mungam Films;8831;
2199;2013;A luz do Tom;Documentário;Brasil;Brasileiros;08/02/2013;Bretz Filmes/RioFilme;8831;
2200;2012;Histórias Que Só Existem Quando Lembradas;Ficção;Brasil;Brasileiros;06/07/2012;Vitrine Filmes;8824;
2201;2015;A Lição;Ficção;Bulgária;Estrangeiros;11/06/2015;Pandora;8796;
2202;2011;Ultimate Tahiti Wave;Documentário;Estados Unidos;Estrangeiros;21/10/2011;Cinemark Brasil;8777;
2203;2011;Splice – A nova espécie;Ficção;Canadá, Estados Unidos, França;Estrangeiros;04/02/2011;Califórnia;8769;
2204;2017;Corpo e Alma;Ficção;Hungria;Estrangeiros;21/12/2017;Imovision;8769;
2205;2015;O Diário da Esperança;Ficção;Alemanha, Áustria, França, Hungria;Estrangeiros;16/04/2015;Europa;8767;
2206;2009;O Equilibrista;Documentário;Estados Unidos, Reino Unido;Estrangeiros;10/04/2009;Califórnia;8757;
2207;2017;Em Busca de Vingança;Ficção;Estados Unidos, Reino Unido;Estrangeiros;02/11/2017;H2O Films;8740;
2208;2009;As Testemunhas;Ficção;França;Estrangeiros;16/01/2009;Filmes do Estação;8725;
2209;2009;A Garota Ideal;Ficção;Canadá, Estados Unidos;Estrangeiros;01/05/2009;Califórnia;8708;
2210;2015;Se Fazendo de Morto;Ficção;França;Estrangeiros;15/01/2015;Tucumán;8694;
2211;2017;Afterimage;Ficção;Polônia;Estrangeiros;17/08/2017;Imovision;8687;
2212;2010;Tulpan;Ficção;Alemanha;Estrangeiros;26/03/2010;Filmes da Mostra;8678;
2213;2010;Os inquilinos;Ficção;Brasil;Brasileiros;26/02/2010;Pandora;8662;
2214;2015;Para o que Der e Vier;Ficção;Estados Unidos;Estrangeiros;30/04/2015;Paris;8656;
2215;2011;Um gato em Paris;Animação;França;Estrangeiros;21/10/2011;Bonfilm;8625;
2216;2013;Feito Gente Grande;Ficção;França;Estrangeiros;27/12/2013;Esfera Produções;8608;
2217;2017;Por que vivemos;Animação;Japão;Estrangeiros;23/11/2017;Espaço Filmes;8602;
2218;2013;A coleção invisível;Ficção;Brasil;Brasileiros;06/09/2013;Pandora;8595;
2219;2015;A Floresta que se Move;Ficção;Brasil, Uruguai;Brasileiros;05/11/2015;Vinny filmes;8581;
2220;2017;Columbus;Ficção;Estados Unidos;Estrangeiros;14/09/2017;Supo Mungam Films;8509;
2221;2016;É apenas o fim do mundo;Ficção;Canadá, França;Estrangeiros;24/11/2016;Califórnia;8469;
2222;2017;A Jovem Rainha;Ficção;Alemanha, Canadá, Finlândia, França, Suécia;Estrangeiros;23/02/2017;Alphaville Filmes;8466;
2223;2016;A Economia do Amor;Ficção;Bélgica, França;Estrangeiros;01/12/2016;Imovision;8451;
2224;2017;Saint amour - na rota do vinho;Ficção;Bélgica, França;Estrangeiros;03/08/2017;Imovision;8423;
2225;2014;Grandes Amigos;Ficção;França;Estrangeiros;23/10/2014;Europa;8386;
2226;2016;Estados Unidos Pelo Amor;Ficção;Polônia, Suécia;Estrangeiros;29/12/2016;Imovision;8361;
2227;2010;Os famosos e os duendes da morte;Ficção;Brasil;Brasileiros;02/04/2010;Warner;8328;
2228;2015;Winter Sleep;Ficção;Turquia;Estrangeiros;30/04/2015;Alpha Filmes;8309;
2229;2014;O Segredo dos Diamantes;Ficção;Brasil;Brasileiros;18/12/2014;Espaço Filmes;8308;
2230;2015;Woody Allen: Um Documentário;Documentário;França;Estrangeiros;02/07/2015;Bretz Filmes;8294;
2231;2016;As Confissões;Ficção;França, Itália;Estrangeiros;17/11/2016;Alphaville Filmes;8267;
2232;2016;Ponto Zero;Ficção;Brasil;Brasileiros;26/05/2016;Pandora;8247;
2233;2010;Moscou, Bélgica;Ficção;Bélgica;Estrangeiros;24/09/2010;Filmes da Mostra;8206;
2234;2015;O Conto da Princesa Kaguya;Animação;Japão;Estrangeiros;16/07/2015;Califórnia;8172;
2235;2009;Goodbye...Solo;Ficção;Estados Unidos;Estrangeiros;18/09/2009;Imovision;8154;
2236;2011;No olho da rua;Ficção;Brasil;Brasileiros;13/05/2011;Leão Filmes;8141;
2237;2013;Tango Livre;Ficção;Bélgica, França, Luxemburgo;Estrangeiros;29/11/2013;Imovision;8128;
2238;2012;Polissia;Ficção;França;Estrangeiros;21/09/2012;Vinny filmes;8122;
2239;2014;Ventos de Agosto;Ficção;Brasil;Brasileiros;13/11/2014;Vitrine Filmes;8109;
2240;2013;Dossiê Jango;Documentário;Brasil;Brasileiros;05/07/2013;Canal Brasil;8097;
2241;2013;Além da Fronteira;Ficção;Estados Unidos, Israel;Estrangeiros;13/12/2013;Europa;8088;
2242;2016;Satânico;Ficção;Estados Unidos;Estrangeiros;27/10/2016;Fênix Filmes;8087;
2243;2015;Lulu, Nua e crua;Ficção;França;Estrangeiros;08/10/2015;Espaço Filmes;8061;
2244;2016;Tangerine;Ficção;Estados Unidos;Estrangeiros;04/02/2016;Zeta Filmes;8055;
2245;2016;Humano - Uma viagem Pela Vida;Documentário;França;Estrangeiros;06/10/2016;Sato Company;8052;
2246;2016;A Ovelha Negra;Ficção;Dinamarca, Islândia, Noruega, Polônia;Estrangeiros;11/02/2016;Imovision;8029;
2247;2013;Ginger & Rosa;Ficção;Reino Unido;Estrangeiros;19/04/2013;Paris;8021;
2248;2009;Moscou;Documentário;Brasil;Brasileiros;07/08/2009;Videofilmes;7993;
2249;2017;Vermelho Russo;Ficção;Brasil;Brasileiros;27/04/2017;Vitrine Filmes;7992;
2250;2015;Um Reencontro;Ficção;França;Estrangeiros;23/07/2015;Alpha Filmes;7982;
2251;2014;De Menor;Ficção;Brasil;Brasileiros;04/09/2014;Espaço Filmes;7968;
2252;2009;Cidadão Boilesen;Documentário;Brasil;Brasileiros;27/11/2009;Imovision;7958;
2253;2017;Faces de uma Mulher;Ficção;França;Estrangeiros;25/05/2017;Alphaville Filmes;7914;
2254;2017;Não devore meu coração;Ficção;Brasil;Brasileiros;23/11/2017;Tucumán;7909;
2255;2017;Tour de France;Ficção;França;Estrangeiros;13/07/2017;Bonfilm;7873;
2256;2017;Cães Selvagens;Ficção;Estados Unidos;Estrangeiros;06/04/2017;Imagem;7812;
2257;2012;Quem se Importa?;Documentário;Brasil;Brasileiros;13/04/2012;Imovision;7811;
2258;2015;Mulheres no poder;Ficção;Brasil;Brasileiros;27/08/2015;Downtown/Paris;7804;
2259;2010;Carros usados, vendedores pirados;Ficção;Estados Unidos;Estrangeiros;28/05/2010;Europa;7801;
2260;2014;Versos de um Crime;Ficção;Estados Unidos;Estrangeiros;12/06/2014;Paris;7799;
2261;2010;Minha terra, África;Ficção;França;Estrangeiros;05/11/2010;Imovision;7757;
2262;2017;Pendular;Ficção;Argentina, Brasil, França;Brasileiros;21/09/2017;Vitrine Filmes;7735;
2263;2014;Quando Eu Era Vivo;Ficção;Brasil;Brasileiros;31/01/2014;Vitrine Filmes;7731;
2264;2012;Cara ou coroa;Ficção;Brasil;Brasileiros;07/09/2012;Espaço Filmes;7719;
2265;2012;Os Acompanhantes;Ficção;Estados Unidos, França;Estrangeiros;22/06/2012;Vinny filmes;7698;
2266;2015;Hermógenes, Professor e Poeta do Yoga;Documentário;Brasil;Brasileiros;23/07/2015;Bodhgaya Films;7680;
2267;2012;Weekend;Ficção;Inglaterra;Estrangeiros;08/06/2012;Ab Filmes;7661;
2268;2016;Maravilhoso Boccaccio;Ficção;Itália;Estrangeiros;05/05/2016;Califórnia;7659;
2269;2011;Chuva;Ficção;Argentina;Estrangeiros;13/05/2011;Panda Filmes;7658;
2270;2014;Um Novo Dueto;Ficção;França;Estrangeiros;11/09/2014;Imovision;7652;
2271;2015;A festa de despedida;Ficção;Alemanha, Israel;Estrangeiros;17/09/2015;Imovision;7633;
2272;2015;Las insoladas;Ficção;Argentina;Estrangeiros;13/08/2015;Imovision;7623;
2273;2011;Fora da Lei;Ficção;França;Estrangeiros;31/12/2010;Califórnia;7622;
2274;2010;O refúgio;Ficção;França;Estrangeiros;10/09/2010;Imovision;7621;
2275;2011;Não se pode viver sem amor;Ficção;Brasil;Brasileiros;06/05/2011;Pandora;7618;
2276;2016;Últimos dias no deserto;Ficção;Estados Unidos;Estrangeiros;08/09/2016;Alphaville Filmes;7577;
2277;2016;Amores Urbanos;Ficção;Brasil;Brasileiros;19/05/2016;Europa;7570;
2278;2013;O Verão da Minha Vida;Ficção;Estados Unidos;Estrangeiros;25/10/2013;Diamond Films do Brasil;7563;
2279;2014;Em busca de Iara;Documentário;Brasil;Brasileiros;27/03/2014;Kinoscópio;7563;
2280;2011;Amores imaginários;Ficção;Canadá;Estrangeiros;18/11/2011;Ab Filmes;7538;
2281;2013;Um Toque de Pecado;Ficção;China;Estrangeiros;13/12/2013;Paris;7525;
2282;2013;Hoje;Ficção;Brasil;Brasileiros;19/04/2013;H2O Films;7525;
2283;2014;A Pelada;Ficção;Brasil, Bélgica;Brasileiros;25/09/2014;Downtown/Paris;7517;
2284;2013;Depois de Lúcia;Ficção;França, México;Estrangeiros;15/03/2013;Imovision;7514;
2285;2011;A falta que nos move;Ficção;Brasil;Brasileiros;01/07/2011;Espaço Filmes;7509;
2286;2017;Borg vs McEnroe;Ficção;Dinamarca, Finlândia, Suécia;Estrangeiros;09/11/2017;Supo Mungam Films;7494;
2287;2017;Lucky;Ficção;Estados Unidos;Estrangeiros;07/12/2017;Imovision;7463;
2288;2016;Terra Estranha;Ficção;Austrália;Estrangeiros;13/10/2016;Imovision;7456;
2289;2014;Fruitvale Station - A Última Parada;Ficção;Estados Unidos;Estrangeiros;31/01/2014;Paris;7456;
2290;2009;Lição de Amor;Ficção;Itália;Estrangeiros;20/03/2009;Califórnia;7451;
2291;2011;O sequestro de um herói;Ficção;França;Estrangeiros;18/03/2011;Serendip;7450;
2292;2017;O Filho de Joseph;Ficção;Bélgica, França;Estrangeiros;16/03/2017;Supo Mungam Films;7445;
2293;2014;Sem Pena;Documentário;Brasil;Brasileiros;02/10/2014;Espaço Filmes;7434;
2294;2010;As cartas psicografadas por Chico Xavier;Documentário;Brasil;Brasileiros;05/11/2010;Ciclorama;7431;
2295;2016;Little Boy - Além do Impossível;Ficção;Estados Unidos, México;Estrangeiros;10/03/2016;Cinépolis;7427;
2296;2012;Na Terra de Amor e Ódio;Ficção;Estados Unidos;Estrangeiros;07/12/2012;Paris;7427;
2297;2016;Na Ventania;Ficção;Estônia;Estrangeiros;16/06/2016;Zeta Filmes;7426;
2298;2015;Cauby - Começaria Tudo Outra Vez;Documentário;Brasil;Brasileiros;28/05/2015;Comalt;7418;
2299;2012;Peixonauta - Agente Secreto da O.S.T.R.A;Animação;Brasil;Brasileiros;09/11/2012;Ab Filmes/Polifilmes;7412;
2300;2014;Uma Noite de Crime: Anarquia;Ficção;Estados Unidos, França;Estrangeiros;04/12/2014;H2O Films;7400;
2301;2016;A Luneta do Tempo;Ficção;Brasil;Brasileiros;24/03/2016;Fênix Filmes;7370;
2302;2011;Loup - uma amizade para sempre;Ficção;França;Estrangeiros;22/07/2011;Playarte;7367;
2303;2017;Imprevistos de uma noite em Paris;Ficção;França;Estrangeiros;23/03/2017;Imovision;7350;
2304;2009;Tokyo;Ficção;França;Estrangeiros;13/11/2009;Califórnia;7349;
2305;2014;Anos Felizes;Ficção;França, Itália;Estrangeiros;29/05/2014;Imovision;7347;
