id;ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;publico_acumulado;avaliacao
1830;2014;Sem Evidências;Ficção;Estados Unidos;Estrangeiros;24/07/2014;Paris;18015;
1831;2015;Viver é Fácil com os Olhos Fechados;Ficção;Espanha;Estrangeiros;08/10/2015;Califórnia;17951;
1832;2017;Kiki: Os Segredos do Desejo;Ficção;Espanha;Estrangeiros;15/06/2017;Imovision;17950;
1833;2010;15 Anos e Meio;Ficção;França;Estrangeiros;02/07/2010;Pandora;17905;
1834;2011;Trabalho interno;Documentário;Estados Unidos;Estrangeiros;18/02/2011;Sony;17900;
1835;2017;Gatos;Documentário;Estados Unidos, Turquia;Estrangeiros;13/07/2017;Espaço Filmes;17874;
1836;2014;O Céu é de Verdade;Ficção;Estados Unidos;Estrangeiros;03/07/2014;Sony;17873;
1837;2009;Um Namorado para Minha Esposa;Ficção;Argentina;Estrangeiros;13/11/2009;Paris;17781;
1838;2011;Cinco dias sem nora;Ficção;México;Estrangeiros;06/05/2011;Esfera Produções;17766;
1839;2015;Mia madre;Ficção;Itália;Estrangeiros;17/12/2015;Califórnia;17632;
1840;2015;Neruda;Ficção;Chile;Estrangeiros;09/07/2015;Espaço Filmes;17592;
1841;2017;Negação;Ficção;Estados Unidos, Reino Unido;Estrangeiros;09/03/2017;Sony;17580;
1842;2009;Enquanto o Sol não Vem;Ficção;França;Estrangeiros;17/07/2009;Pandora;17550;
1843;2011;Mamute;Ficção;França;Estrangeiros;05/08/2011;Imovision;17488;
1844;2011;Singularidades de uma rapariga loira;Ficção;Portugal;Estrangeiros;13/05/2011;Filmes da Mostra;17465;
1845;2016;Lolo - O Filho da Minha Namorada;Ficção;França;Estrangeiros;25/08/2016;Alphaville Filmes;17464;
1846;2017;Logan Lucky - Roubo em Família;Ficção;Estados Unidos;Estrangeiros;12/10/2017;Diamond Films do Brasil;17443;
1847;2012;Relação explosiva;Ficção;Estados Unidos;Estrangeiros;19/10/2012;Califórnia;17434;
1848;2013;Eu, anna;Ficção;Alemanha, França, Reino Unido;Estrangeiros;13/09/2013;Imovision;17337;
1849;2011;Copacabana;Ficção;França;Estrangeiros;07/10/2011;Pandora;17320;
1850;2009;Casamento Silencioso;Ficção;Romênia;Estrangeiros;03/07/2009;Imovision;17173;
1851;2017;O poder e o impossível;Ficção;Estados Unidos;Estrangeiros;14/12/2017;Imagem;17166;
1852;2015;Dívida de Honra;Ficção;Estados Unidos;Estrangeiros;19/03/2015;Califórnia;17066;
1853;2017;A Garota Ocidental – Entre o Coração e a Tradição;Ficção;Bélgica, França, Luxemburgo, Paquistão;Estrangeiros;22/06/2017;Cineart Filmes;17016;
1854;2017;Últimos dias em Havana;Ficção;Cuba, Espanha;Estrangeiros;24/08/2017;Esfera Produções;17015;
1855;2017;Os Belos Dias de Aranjuez;Ficção;Alemanha, França;Estrangeiros;30/03/2017;Imovision;16954;
1856;2015;O julgamento de Viviane Amsalem;Ficção;Israel;Estrangeiros;20/08/2015;Imovision;16925;
1857;2013;Carreras;Ficção;Brasil;Brasileiros;09/08/2013;Tigre Produções Cinematográficas;16908;
1858;2012;A Tentação;Ficção;Estados Unidos;Estrangeiros;10/08/2012;Vinny filmes;16905;
1859;2016;A Garota do Livro;Ficção;Estados Unidos;Estrangeiros;26/05/2016;Playarte;16896;
1860;2010;Machete;Ficção;Estados Unidos;Estrangeiros;10/12/2010;Sony;16869;
1861;2011;Jardim das folhas sagradas;Ficção;Brasil;Brasileiros;04/11/2011;Polifilmes;16831;
1862;2009;O Grupo Baader Meinhof;Ficção;Alemanha;Estrangeiros;24/07/2009;Imagem;16796;
1863;2011;Faça-me feliz;Ficção;França;Estrangeiros;23/12/2011;Filmes do Estação;16780;
1864;2009;A Vida Íntima de Pippa Lee;Ficção;Estados Unidos;Estrangeiros;18/12/2009;Playarte;16760;
1865;2010;Almas à venda;Ficção;Estados Unidos;Estrangeiros;09/07/2010;Europa;16686;
1866;2015;Pequeno dicionário amoroso 2;Ficção;Brasil;Brasileiros;10/09/2015;Downtown/Paris;16627;
1867;2013;O homem que ri;Ficção;França;Estrangeiros;17/05/2013;Esfera Produções;16621;
1868;2012;Brichos II - A floresta é nossa;Animação;Brasil;Brasileiros;21/12/2012;Signopus;16593;
1869;2011;O dia em que eu não nasci;Ficção;Alemanha, Argentina;Estrangeiros;30/09/2011;Serendip;16511;
1870;2016;No Fim do Túnel;Ficção;Espanha;Estrangeiros;06/10/2016;Warner;16461;
1871;2009;A Festa da Menina Morta;Ficção;Brasil;Brasileiros;11/06/2009;Imovision;16414;
1872;2017;Central - O filme;Documentário;Brasil;Brasileiros;30/03/2017;Panda Filmes;16408;
1873;2013;Uma dama em Paris;Ficção;França;Estrangeiros;05/07/2013;Esfera Produções;16379;
1874;2017;A guerra dos sexos;Ficção;Estados Unidos, Reino Unido;Estrangeiros;19/10/2017;Fox;16301;
1875;2009;Estação Espacial 3D;Documentário;Canadá;Estrangeiros;29/05/2009;Espaço Itaú de Cinema;16285;
1876;2015;Depois da Chuva;Ficção;Brasil;Brasileiros;15/01/2015;Espaço Filmes;16247;
1877;2014;Bem-vindo a Nova York;Ficção;Estados Unidos, França;Estrangeiros;04/09/2014;Imovision;16240;
1878;2011;Corações perdidos;Ficção;Estados Unidos, Reino Unido;Estrangeiros;08/07/2011;Imagem;16200;
1879;2011;Dieta mediterrânea;Ficção;Espanha;Estrangeiros;14/01/2011;Imovision;16182;
1880;2016;Travessias;Ficção;Brasil;Brasileiros;07/07/2016;Tigre Produções Cinematográficas;16132;
1881;2011;Além da estrada;Ficção;Brasil;Brasileiros;09/09/2011;Vitrine Filmes;16125;
1882;2009;Gigante;Ficção;Uruguai;Estrangeiros;21/08/2009;Imovision;16028;
1883;2010;O Que Resta do Tempo;Ficção;Bélgica, França, Itália, Reino Unido, Territórios Palestinos Ocupados;Estrangeiros;05/02/2010;Imovision;16015;
1884;2012;Além da Liberdade;Ficção;França, Reino Unido;Estrangeiros;27/07/2012;Paris;15999;
1885;2015;Sexo, amor e terapia;Ficção;França;Estrangeiros;20/08/2015;Alphaville Filmes;15982;
1886;2012;Jovens Adultos;Ficção;Estados Unidos;Estrangeiros;06/04/2012;Paramount;15959;
1887;2017;No intenso agora;Documentário;Brasil;Brasileiros;09/11/2017;Videofilmes;15958;
1888;2013;Amor Bandido;Ficção;Estados Unidos;Estrangeiros;01/11/2013;Califórnia;15954;
1889;2016;Indignação;Ficção;Estados Unidos;Estrangeiros;03/11/2016;Sony;15874;
1890;2009;Confissões de uma Garota de Programa;Ficção;Estados Unidos;Estrangeiros;14/08/2009;Paris;15855;
1891;2009;A Garota de Mônaco;Ficção;França;Estrangeiros;17/07/2009;Imovision;15720;
1892;2009;Loki - Arnaldo Baptista;Documentário;Brasil;Brasileiros;19/06/2009;Canal Brasil;15588;
1893;2010;Olhos azuis;Ficção;Brasil;Brasileiros;28/05/2010;Imagem;15499;
1894;2016;Fique Comigo;Ficção;França;Estrangeiros;03/03/2016;Pandora;15493;
1895;2013;Um Estranho no Lago;Ficção;França;Estrangeiros;13/12/2013;Imovision;15446;
1896;2015;Sabor da Vida;Ficção;Alemanha, França, Japão;Estrangeiros;03/12/2015;Califórnia;15444;
1897;2016;13 Minutos;Ficção;Alemanha;Estrangeiros;03/11/2016;Alphaville Filmes;15418;
1898;2009;Stella;Ficção;França;Estrangeiros;11/06/2009;Imovision;15396;
1899;2017;Manifesto;Ficção;Alemanha;Estrangeiros;26/10/2017;Alphaville Filmes;15337;
1900;2016;Paulina;Ficção;Argentina, Brasil;Brasileiros;16/06/2016;Esfera Produções;15324;
1901;2012;O Que Eu Mais Desejo;Ficção;Japão;Estrangeiros;18/05/2012;Imovision;15303;
1902;2014;Amantes Eternos;Ficção;Estados Unidos;Estrangeiros;14/08/2014;Paris;15283;
1903;2010;Oceanos;Documentário;França;Estrangeiros;18/12/2010;Playarte;15240;
1904;2014;O Palácio Francês;Ficção;França;Estrangeiros;17/04/2014;Imovision;15212;
1905;2009;Titãs - A Vida Até Parece uma Festa;Documentário;Brasil;Brasileiros;16/01/2009;Moviemobz;15211;
1906;2011;Confiar;Ficção;Estados Unidos;Estrangeiros;23/09/2011;Imagem;15175;
1907;2017;O Outro Lado da Esperança;Ficção;Alemanha, Finlândia;Estrangeiros;09/11/2017;Imovision;15170;
1908;2011;Foo Fighters Back and Forth + Show Foo Fighters 3D;Documentário;Estados Unidos;Estrangeiros;24/06/2011;Mobz;15142;
1909;2012;Tudo o que Desejamos;Ficção;França;Estrangeiros;21/09/2012;Imovision;15114;
1910;2011;Forças especiais;Ficção;França;Estrangeiros;09/12/2011;Playarte;15106;
1911;2012;Holy Motors;Ficção;Alemanha, França;Estrangeiros;30/11/2012;Imovision;15104;
1912;2015;Malala;Documentário;Emirados Árabes Unidos, Estados Unidos;Estrangeiros;19/11/2015;Fox;15022;
1913;2010;Eu matei minha mãe;Ficção;Canadá;Estrangeiros;01/10/2010;Ab Filmes;15018;
1914;2013;Preenchendo o vazio;Ficção;Israel;Estrangeiros;27/09/2013;Cafco Filmes;15003;
1915;2010;Scott Pilgrim contra o mundo;Ficção;Estados Unidos;Estrangeiros;05/11/2010;Universal;14942;
1916;2013;O sonho de Wadjda;Ficção;Alemanha, Arábia Saudita;Estrangeiros;03/05/2013;Imovision;14931;
1917;2014;O Último Concerto;Ficção;Estados Unidos;Estrangeiros;02/10/2014;Europa;14929;
1918;2017;Rodin;Ficção;Bélgica, França;Estrangeiros;21/09/2017;Alphaville Filmes;14915;
1919;2014;Uma Viagem Extraordinária;Ficção;França;Estrangeiros;06/11/2014;Califórnia;14899;
1920;2014;Tarja Branca;Documentário;Brasil;Brasileiros;19/06/2014;Ideias Maria Farinha;14892;
1921;2017;O Jardim das Aflições;Documentário;Brasil;Brasileiros;01/06/2017;Josias Teófilo;14840;
1922;2017;Amor, Paris, cinema;Ficção;França;Estrangeiros;28/09/2017;Fênix Filmes;14838;
1923;2015;Um Pouco de Caos;Ficção;Reino Unido;Estrangeiros;02/07/2015;Imagem;14827;
1924;2009;Inimigo Publico Nº 1 - Instinto de Morte;Ficção;França;Estrangeiros;03/07/2009;Califórnia;14800;
1925;2017;Personal Shopper;Ficção;Alemanha, França;Estrangeiros;09/03/2017;Imovision;14788;
1926;2016;Nosso Fiel Traidor;Ficção;Reino Unido;Estrangeiros;06/10/2016;Diamond Films do Brasil;14748;
1927;2014;Pelo Malo;Ficção;Venezuela;Estrangeiros;17/04/2014;Esfera Produções;14747;
1928;2009;Fados;Documentário;Espanha, Portugal;Estrangeiros;16/10/2009;Europa;14721;
1929;2011;Saturno em oposição;Ficção;Itália;Estrangeiros;10/06/2011;Petrini;14626;
1930;2015;Antes de Dormir;Ficção;Estados Unidos;Estrangeiros;22/01/2015;Califórnia;14606;
1931;2016;A Assassina;Ficção;China, França, Hong Kong, Taiwan;Estrangeiros;05/05/2016;Imovision;14603;
1932;2017;A Espera;Ficção;França, Itália;Estrangeiros;02/02/2017;Imovision;14569;
1933;2009;O Fantástico Senhor Raposo;Animação;Estados Unidos;Estrangeiros;04/12/2009;Fox;14558;
1934;2016;Pais e Filhas;Ficção;Estados Unidos, Itália;Estrangeiros;19/05/2016;Califórnia;14542;
1935;2011;Pronto para recomeçar;Ficção;Estados Unidos;Estrangeiros;11/11/2011;Playarte;14514;
1936;2011;A árvore;Ficção;França;Estrangeiros;07/01/2011;Pandora;14508;
1937;2017;Bom comportamento;Ficção;Estados Unidos;Estrangeiros;19/10/2017;Paris;14501;
1938;2015;Últimas Conversas;Documentário;Brasil;Brasileiros;07/05/2015;Espaço Filmes/Videofilmes;14498;
1939;2013;O dobro ou nada;Ficção;Estados Unidos, Reino Unido;Estrangeiros;22/02/2013;Paris;14484;
1940;2017;Bye bye Alemanha;Ficção;Alemanha, Bélgica, Luxemburgo;Estrangeiros;24/08/2017;Alphaville Filmes;14426;
1941;2014;Até que a Sbórnia nos Separe;Animação;Brasil;Brasileiros;30/10/2014;Lotado Filmes;14406;
1942;2016;Depois da Tempestade;Ficção;Japão;Estrangeiros;17/11/2016;Imovision;14387;
1943;2016;Os Anarquistas;Ficção;França;Estrangeiros;19/05/2016;Imovision;14378;
1944;2016;Irmãs;Ficção;Estados Unidos;Estrangeiros;21/01/2016;Universal;14376;
1945;2009;Diário Proibido;Ficção;Espanha;Estrangeiros;25/09/2009;Playarte;14371;
1946;2009;A Vida Secreta das Abelhas;Ficção;Estados Unidos;Estrangeiros;07/08/2009;Fox;14367;
1947;2013;O homem mais procurado do mundo;Ficção;Estados Unidos;Estrangeiros;18/01/2013;Playarte;14363;
1948;2015;O Duelo;Ficção;Brasil;Brasileiros;19/03/2015;Warner;14337;
1949;2017;As Falsas Confidências;Ficção;França;Estrangeiros;13/04/2017;Supo Mungam Films;14191;
1950;2014;Attila Marcel;Ficção;França;Estrangeiros;09/10/2014;Imovision;14162;
1951;2016;Zoom;Ficção;Canadá, Brasil;Brasileiros;31/03/2016;Downtown/Paris;14139;
1952;2014;Tudo Acontece em Nova York;Ficção;Estados Unidos;Estrangeiros;21/08/2014;Pandora;14119;
1953;2013;Um Castelo na Itália;Ficção;França;Estrangeiros;01/11/2013;Imovision;14108;
1954;2012;O Gato do Rabino;Animação;França;Estrangeiros;24/08/2012;Imovision;14084;
1955;2009;Segredos Íntimos;Ficção;Israel;Estrangeiros;27/03/2009;Paris;14084;
1956;2016;O Vale do Amor;Ficção;Bélgica, França;Estrangeiros;22/09/2016;Imovision;14082;
1957;2017;Histórias de Amor que Não Pertencem a Este Mundo;Ficção;Itália;Estrangeiros;16/11/2017;Alphaville Filmes;14041;
1958;2010;Uma Mãe em Apuros;Ficção;Estados Unidos;Estrangeiros;15/01/2010;Paris;14013;
1959;2013;Bonitinha, mas ordinária;Ficção;Brasil;Brasileiros;24/05/2013;Califórnia;13997;
1960;2013;Na quadrada das águas perdidas;Ficção;Brasil;Brasileiros;26/04/2013;Polifilmes;13993;
1961;2016;O Décimo Homem;Ficção;Argentina;Estrangeiros;05/05/2016;Paris;13983;
1962;2013;Branca de Neve;Ficção;Bélgica, Espanha, França;Estrangeiros;05/07/2013;Imovision;13970;
1963;2017;A vida de uma mulher;Ficção;Bélgica, França;Estrangeiros;13/07/2017;Alphaville Filmes;13932;
1964;2015;Táxi Teerã;Ficção;Irã;Estrangeiros;19/11/2015;Imovision;13875;
1965;2009;Iron Maiden: Flight 666;Documentário;Estados Unidos;Estrangeiros;21/04/2009;Moviemobz;13864;
1966;2015;Califórnia;Ficção;Brasil;Brasileiros;03/12/2015;Vitrine Filmes;13849;
1967;2016;Belos Sonhos;Ficção;França, Itália;Estrangeiros;22/12/2016;Alphaville Filmes;13843;
1968;2017;A viagem de Fanny;Ficção;Bélgica, França;Estrangeiros;10/08/2017;Alphaville Filmes;13842;
1969;2013;Camille outra vez;Ficção;França;Estrangeiros;30/05/2013;Imovision;13792;
1970;2015;Força Maior;Ficção;Suécia;Estrangeiros;05/03/2015;Califórnia;13719;
1971;2015;O Último Ato;Ficção;Estados Unidos;Estrangeiros;02/04/2015;Califórnia;13652;
1972;2012;Soberano 2 – A heróica conquista do mundial de 2005;Documentário;Brasil;Brasileiros;24/08/2012;G7 Cinema;13609;
1973;2012;A Guerra Está Declarada;Ficção;França;Estrangeiros;06/01/2012;Imovision;13595;
1974;2012;Liv & Ingmar – Uma história de amor;Documentário;Noruega, Reino Unido, Suécia;Estrangeiros;14/12/2012;Serendip;13585;
1975;2016;O Último Tango;Documentário;Alemanha, Argentina;Estrangeiros;06/10/2016;Imovision;13561;
1976;2015;Eu sou Ingrid Bergman;Documentário;Suécia;Estrangeiros;24/12/2015;Zeta Filmes;13511;
1977;2015;Miss Julie;Ficção;Canadá, Estados Unidos, França, Irlanda, Noruega, Reino Unido;Estrangeiros;21/05/2015;Imovision;13500;
1978;2013;César deve morrer;Ficção;Itália;Estrangeiros;01/03/2013;Alphaville Filmes;13491;
1979;2016;As montanhas se separam;Ficção;China, França, Japão;Estrangeiros;23/06/2016;Imovision;13449;
1980;2015;O Dançarino do Deserto;Ficção;Reino Unido;Estrangeiros;16/04/2015;Paris;13411;
1981;2017;Um Homem Chamado Ove;Ficção;Suécia;Estrangeiros;16/02/2017;Califórnia;13401;
1982;2011;Não me abandone jamais;Ficção;Estados Unidos, Reino Unido;Estrangeiros;19/03/2011;Fox;13376;
1983;2015;O Vinho Perfeito;Ficção;Itália;Estrangeiros;24/09/2015;Tucumán;13366;
1984;2013;Querida, vou comprar cigarros e já volto;Ficção;Argentina;Estrangeiros;19/04/2013;Esfera Produções;13366;
1985;2014;O Mercado de Notícias;Documentário;Brasil;Brasileiros;07/08/2014;Espaço Filmes;13324;
1986;2013;Além das Montanhas;Ficção;Bulgária, França, Romênia;Estrangeiros;11/01/2013;Califórnia;13320;
1987;2010;London River - destinos cruzados;Ficção;Reino Unido;Estrangeiros;01/10/2010;Califórnia;13316;
1988;2009;3 Macacos;Ficção;Turquia;Estrangeiros;27/02/2009;Imovision;13278;
1989;2011;Borboletas negras;Ficção;África do Sul, Alemanha, Holanda;Estrangeiros;23/09/2011;Imovision;13228;
1990;2013;Killer Joe - Matador de aluguel;Ficção;Estados Unidos;Estrangeiros;08/03/2013;Califórnia;13212;
1991;2017;Mulheres do século 20;Ficção;Estados Unidos;Estrangeiros;30/03/2017;Sony;13195;
1992;2009;Rio Congelado;Ficção;Estados Unidos;Estrangeiros;20/02/2009;Sony;13184;
1993;2017;Soundtrack;Ficção;Brasil;Brasileiros;06/07/2017;Imagem;13142;
1994;2017;Assim é a vida;Ficção;França;Estrangeiros;21/12/2017;Paris;13082;
1995;2015;A História da Eternidade;Ficção;Brasil;Brasileiros;26/02/2015;ArtHouse;13061;
1996;2012;O Grande Milagre;Ficção;Estados Unidos, Reino Unido;Estrangeiros;09/03/2012;Universal;13058;
1997;2017;The Beatles - Eight Days a Week - The Touring Years;Documentário;Estados Unidos;Estrangeiros;02/02/2017;Flix Media;13050;
1998;2016;Para Sempre (2016);Ficção;Estados Unidos;Estrangeiros;08/12/2016;Cazion Films Brasil;13042;
1999;2016;Amor em Sampa;Ficção;Brasil;Brasileiros;25/02/2016;Elo Company;12975;
2000;2017;On yoga - Arquitetura da paz;Documentário;Brasil;Brasileiros;16/11/2017;Bretz Filmes;12964;
2001;2017;As duas Irenes;Ficção;Brasil;Brasileiros;14/09/2017;Vitrine Filmes;12962;
2002;2011;Adeus, Primeiro Amor;Ficção;Alemanha, França;Estrangeiros;16/12/2011;Imovision;12958;
2003;2017;Tal mãe, tal filha;Ficção;França;Estrangeiros;20/07/2017;Califórnia;12938;
2004;2016;O Valor de um Homem;Ficção;França;Estrangeiros;26/05/2016;Imovision;12929;
2005;2016;O Plano de Maggie;Ficção;Estados Unidos;Estrangeiros;10/11/2016;Sony;12916;
2006;2010;Mother - A Busca Pela Verdade;Ficção;Coréia do Sul;Estrangeiros;05/02/2010;Paris;12878;
2007;2010;À Moda da Casa;Ficção;Espanha;Estrangeiros;15/01/2010;Pandora;12865;
2008;2014;Violette;Ficção;Bélgica, França;Estrangeiros;28/08/2014;Imovision;12808;
2009;2009;Se Nada Mais Der Certo;Ficção;Brasil;Brasileiros;14/08/2009;Imovision;12798;
2010;2014;Marina;Ficção;Bélgica;Estrangeiros;17/04/2014;Espaço Filmes;12796;
2011;2010;Batalha por T.E.R.A.;Animação;Estados Unidos;Estrangeiros;10/09/2010;Playarte;12761;
2012;2009;W.;Ficção;Estados Unidos;Estrangeiros;10/04/2009;Filmes do Estação;12741;
2013;2015;Os Olhos Amarelos dos Crocodilos;Ficção;França;Estrangeiros;02/07/2015;Alphaville Filmes;12725;
2014;2017;Poesia sem Fim;Ficção;Chile, França;Estrangeiros;06/07/2017;Espaço Filmes;12716;
2015;2014;Uma Nova Chance para Amar;Ficção;Estados Unidos;Estrangeiros;18/09/2014;Califórnia;12710;
2016;2015;O último cine drive-in;Ficção;Brasil;Brasileiros;20/08/2015;Vitrine Filmes;12628;
2017;2013;Um Final de Semana em Hyde Park;Ficção;Reino Unido;Estrangeiros;29/11/2013;Playarte;12611;
2018;2013;Segredos de sangue;Ficção;Estados Unidos;Estrangeiros;14/06/2013;Fox;12547;
2019;2017;Além da Ilusão;Ficção;Bélgica, França;Estrangeiros;27/04/2017;Alphaville Filmes;12529;
2020;2015;La sapienza;Ficção;França, Itália;Estrangeiros;10/09/2015;Supo Mungam Films;12494;
2021;2016;Funcionário do mês;Ficção;Itália;Estrangeiros;18/08/2016;Vitrine Filmes;12396;
2022;2013;Eu e Você;Ficção;Itália;Estrangeiros;20/12/2013;Califórnia;12312;
2023;2010;Patrick 1.5;Ficção;Suécia;Estrangeiros;18/06/2010;Ab Filmes;12305;
2024;2012;Armadilha;Ficção;Canadá, Estados Unidos;Estrangeiros;20/07/2012;Playarte;12285;
2025;2011;Hubble 3D;Documentário;Canadá;Estrangeiros;26/08/2011;Espaço Itaú de Cinema;12235;
2026;2014;Amor sem Fim;Ficção;Estados Unidos;Estrangeiros;12/06/2014;H2O Films;12228;
2027;2013;A bela que dorme;Ficção;França, Itália;Estrangeiros;05/07/2013;Califórnia;12221;
2028;2015;Sem Filhos;Ficção;Argentina, Espanha;Estrangeiros;29/10/2015;Paris;12185;
2029;2016;Prova de Coragem;Ficção;Brasil, Uruguai;Brasileiros;05/05/2016;Europa/Vinny filmes;12147;
2030;2009;Katyn;Ficção;Polônia;Estrangeiros;03/04/2009;Moviemobz;12145;
2031;2016;Um Estado de Liberdade;Ficção;Estados Unidos;Estrangeiros;17/11/2016;Paris;12139;
2032;2014;Uma Promessa;Ficção;Bélgica, França;Estrangeiros;20/11/2014;Alphaville Filmes;12136;
2033;2010;O louco amor de Yves Saint Laurent;Documentário;França;Estrangeiros;03/12/2010;Serendip;12130;
2034;2017;Redemoinho;Ficção;Brasil;Brasileiros;09/02/2017;Vitrine Filmes;12115;
2035;2010;Não, Minha Filha, Você Não Irá Dançar;Ficção;França;Estrangeiros;16/01/2010;Imovision;12018;
2036;2013;Sejam muito bem-vindos;Ficção;França;Estrangeiros;29/03/2013;Imovision;12011;
2037;2013;Atrás da porta;Ficção;Alemanha, Hungria;Estrangeiros;01/03/2013;Califórnia;12007;
2038;2014;Violetta – O Show;Vídeomusical;Argentina;Estrangeiros;26/06/2014;Disney;11969;
2039;2016;Asterix e o Domínio dos Deuses;Animação;Bélgica, França;Estrangeiros;07/04/2016;Bonfilm;11967;
2040;2015;Paysandu 100 anos de Payxão;Documentário;Brasil;Brasileiros;10/09/2015;Urca Filme;11965;
2041;2012;À Espera de Turistas;Ficção;Alemanha;Estrangeiros;01/06/2012;Pandora;11964;
2042;2012;Boca;Ficção;Brasil;Brasileiros;28/09/2012;Vinny filmes;11959;
2043;2013;Lovelace;Ficção;Estados Unidos;Estrangeiros;13/09/2013;Paris;11863;
2044;2016;O Caseiro;Ficção;Brasil;Brasileiros;23/06/2016;Europa;11856;
2045;2015;Ninguém Ama Ninguém por Mais de Dois Anos;Ficção;Brasil;Brasileiros;19/11/2015;Europa;11833;
2046;2014;Profissão de Risco;Ficção;França;Estrangeiros;24/04/2014;Califórnia;11832;
2047;2015;Dheepan - O Refúgio;Ficção;França;Estrangeiros;29/10/2015;Califórnia;11816;
2048;2013;Pedalando com Moliére;Ficção;França;Estrangeiros;01/11/2013;Imagem;11795;
2049;2016;Ninguém deseja a noite;Ficção;Espanha;Estrangeiros;01/12/2016;Alphaville Filmes;11765;
2050;2016;Noite de Verão em Barcelona;Ficção;Espanha;Estrangeiros;13/10/2016;Pandora;11763;
2051;2011;Reino dos Felinos;Documentário;Estados Unidos;Estrangeiros;26/08/2011;Disney;11760;
2052;2013;O abismo prateado;Ficção;Brasil;Brasileiros;26/04/2013;Vitrine Filmes;11708;
2053;2013;Reality;Ficção;França, Itália;Estrangeiros;26/04/2013;Alphaville Filmes;11666;
2054;2011;Turnê;Ficção;França;Estrangeiros;08/04/2011;Imovision;11641;
2055;2015;Um Momento Pode Mudar Tudo;Ficção;Estados Unidos;Estrangeiros;02/04/2015;H2O Films;11619;
2056;2010;Cabeça a prêmio;Ficção;Brasil;Brasileiros;20/08/2010;Europa;11619;
2057;2009;Partir;Ficção;França;Estrangeiros;11/12/2009;Imovision;11606;
2058;2016;O Conto dos Contos;Ficção;França, Itália, Reino Unido;Estrangeiros;12/05/2016;Alphaville Filmes;11603;
2059;2013;Eu Não Faço a Menor Ideia do que Eu Tô Fazendo com a Minha Vida;Ficção;Brasil;Brasileiros;20/12/2013;Vitrine Filmes;11595;
2060;2016;Desajustados;Ficção;Dinamarca, Islândia;Estrangeiros;24/03/2016;Imovision;11548;
2061;2010;Amélia;Ficção;Canadá, Estados Unidos;Estrangeiros;26/03/2010;Fox;11537;
2062;2014;O Homem das Multidões;Ficção;Brasil;Brasileiros;31/07/2014;Espaço Filmes;11532;
2063;2016;Big Jato;Ficção;Brasil;Brasileiros;16/06/2016;ArtHouse;11528;
2064;2010;Sempre bela;Ficção;Portugal;Estrangeiros;15/05/2010;Filmes da Mostra;11502;
2065;2012;Juntos para Sempre;Ficção;Argentina;Estrangeiros;03/08/2012;Esfera Produções;11499;
2066;2013;Amorosa Soledad;Ficção;Argentina;Estrangeiros;10/05/2013;Esfera Produções;11473;
2067;2012;Viúvas;Ficção;Argentina;Estrangeiros;21/12/2012;Imovision;11463;
2068;2014;Miss Violence;Ficção;Grécia;Estrangeiros;25/09/2014;Esfera Produções;11460;
2069;2012;Cairo 678;Ficção;Egito;Estrangeiros;09/03/2012;Imovision;11436;
2070;2016;Nossa Irmã Mais Nova;Ficção;Japão;Estrangeiros;03/03/2016;Imovision;11405;
2071;2011;Estranhos normais;Ficção;Itália;Estrangeiros;01/07/2011;Pandora;11367;
2072;2013;Cidade Cinza;Documentário;Brasil;Brasileiros;22/11/2013;Espaço Filmes;11347;
2073;2011;Elvis e Madona;Ficção;Brasil;Brasileiros;23/09/2011;Pipa;11340;
2074;2011;Bebês;Documentário;França;Estrangeiros;15/04/2011;Europa;11326;
2075;2012;18 comidas;Ficção;Espanha;Estrangeiros;02/11/2012;Esfera Produções;11321;
2076;2014;Uma Lição de Vida;Ficção;Estados Unidos, Reino Unido;Estrangeiros;14/08/2014;Europa;11318;
2077;2011;Lola (2011);Ficção;França;Estrangeiros;22/07/2011;Lume;11294;
2078;2017;Stefan Zweig - Adeus, Europa;Ficção;Alemanha, Áustria, França;Estrangeiros;13/04/2017;Esfera Produções;11288;
2079;2013;Bastardos;Ficção;Alemanha, França;Estrangeiros;18/10/2013;Imovision;11285;
2080;2012;Conspiração Americana;Ficção;Estados Unidos;Estrangeiros;04/05/2012;Imagem;11273;
2081;2014;Que Estranho Chamar-se Federico;Ficção;Itália;Estrangeiros;05/06/2014;Imovision;11249;
2082;2016;O Silêncio do Céu;Ficção;Brasil;Brasileiros;22/09/2016;Vitrine Filmes;11236;
2083;2014;7 Caixas;Ficção;Paraguai;Estrangeiros;24/04/2014;Tucumán;11216;
2084;2015;Real Beleza;Ficção;Brasil;Brasileiros;06/08/2015;Elo Company;11208;
2085;2015;Beira Mar;Ficção;Brasil;Brasileiros;05/11/2015;Vitrine Filmes;11206;
2086;2015;Segunda Chance;Ficção;Dinamarca;Estrangeiros;04/06/2015;Califórnia;11145;
2087;2015;Permanência;Ficção;Brasil;Brasileiros;28/05/2015;Vitrine Filmes;11115;
2088;2012;Vou Rifar meu Coração;Documentário;Brasil;Brasileiros;03/08/2012;Vitrine Filmes;11081;
2089;2015;As Maravilhas;Ficção;Itália;Estrangeiros;16/04/2015;Alpha Filmes;11070;
2090;2009;Quanto Dura o Amor?;Ficção;Brasil;Brasileiros;02/10/2009;Pandora;11015;
